Name,Weapon Name,Affinity (Dropdown),Affinity,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage Type,Weight,Poise,Weapon Type,2H Dual-Wield
Warhawk's Sacred Talon,Warhawk's Talon,Sacred,Sacred,25,10,16,0,0,0,Standard/Pierce,3,5,Straight Sword,No
Warhawk's Magic Talon,Warhawk's Talon,Magic,Magic,25,10,16,0,0,0,Standard/Pierce,3,5,Straight Sword,No
Warhawk's Cold Talon,Warhawk's Talon,Cold,Cold,25,10,16,0,0,0,Standard/Pierce,3,5,Straight Sword,No
Warhawk's Poison Talon,Warhawk's Talon,Poison,Poison,25,10,16,0,0,0,Standard/Pierce,3,5,Straight Sword,No
Warhawk's Blood Talon,Warhawk's Talon,Blood,Blood,25,10,16,0,0,0,Standard/Pierce,3,5,Straight Sword,No
Warhawk's Occult Talon,Warhawk's Talon,Occult,Occult,25,10,16,0,0,0,Standard/Pierce,3,5,Straight Sword,No
Lazuli Glintstone Sword,Lazuli Glintstone Sword,None,-,10,8,9,13,0,0,Standard/Pierce,3.5,10,Straight Sword,No
Rotten Crystal Sword,Rotten Crystal Sword,None,-,10,13,10,15,0,0,Standard/Pierce,4.5,5,Straight Sword,No
Bastard Sword,Bastard Sword,None,None,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Heavy Bastard Sword,Bastard Sword,Heavy,Heavy,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Keen Bastard Sword,Bastard Sword,Keen,Keen,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Quality Bastard Sword,Bastard Sword,Quality,Quality,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Fire Bastard Sword,Bastard Sword,Fire,Fire,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Flame Art Bastard Sword,Bastard Sword,Flame Art,Flame Art,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lightning Bastard Sword,Bastard Sword,Lightning,Lightning,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Sacred Bastard Sword,Bastard Sword,Sacred,Sacred,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Magic Bastard Sword,Bastard Sword,Magic,Magic,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Cold Bastard Sword,Bastard Sword,Cold,Cold,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Poison Bastard Sword,Bastard Sword,Poison,Poison,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Bloody Bastard Sword,Bastard Sword,Blood,Blood,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Occult Bastard Sword,Bastard Sword,Occult,Occult,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Forked Greatsword,Forked Greatsword,None,None,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Heavy Forked Greatsword,Forked Greatsword,Heavy,Heavy,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Keen Forked Greatsword,Forked Greatsword,Keen,Keen,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Quality Forked Greatsword,Forked Greatsword,Quality,Quality,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Fire Forked Greatsword,Forked Greatsword,Fire,Fire,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Flame Art Forked Greatsword,Forked Greatsword,Flame Art,Flame Art,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lightning Forked Greatsword,Forked Greatsword,Lightning,Lightning,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Sacred Forked Greatsword,Forked Greatsword,Sacred,Sacred,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Magic Forked Greatsword,Forked Greatsword,Magic,Magic,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Cold Forked Greatsword,Forked Greatsword,Cold,Cold,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Poison Forked Greatsword,Forked Greatsword,Poison,Poison,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Blood Forked Greatsword,Forked Greatsword,Blood,Blood,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Occult Forked Greatsword,Forked Greatsword,Occult,Occult,25,14,16,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Iron Greatsword,Iron Greatsword,None,None,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Heavy Iron Greatsword,Iron Greatsword,Heavy,Heavy,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Keen Iron Greatsword,Iron Greatsword,Keen,Keen,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Quality Iron Greatsword,Iron Greatsword,Quality,Quality,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Fire Iron Greatsword,Iron Greatsword,Fire,Fire,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Flame Art Iron Greatsword,Iron Greatsword,Flame Art,Flame Art,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Lightning Iron Greatsword,Iron Greatsword,Lightning,Lightning,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Sacred Iron Greatsword,Iron Greatsword,Sacred,Sacred,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Magic Iron Greatsword,Iron Greatsword,Magic,Magic,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Cold Iron Greatsword,Iron Greatsword,Cold,Cold,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Poison Iron Greatsword,Iron Greatsword,Poison,Poison,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Blood Iron Greatsword,Iron Greatsword,Blood,Blood,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Occult Iron Greatsword,Iron Greatsword,Occult,Occult,25,18,10,0,0,0,Standard/Pierce,12,10.175,Greatsword,No
Lordsworn's Greatsword,Lordsworn's Greatsword,None,None,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lordsworn's Heavy Greatsword,Lordsworn's Greatsword,Heavy,Heavy,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lordsworn's Keen Greatsword,Lordsworn's Greatsword,Keen,Keen,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lordsworn's Quality Greatsword,Lordsworn's Greatsword,Quality,Quality,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lordsworn's Fire Greatsword,Lordsworn's Greatsword,Fire,Fire,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lordsworn's Flame Art Greatsword,Lordsworn's Greatsword,Flame Art,Flame Art,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lordsworn's Lightning Greatsword,Lordsworn's Greatsword,Lightning,Lightning,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lordsworn's Sacred Greatsword,Lordsworn's Greatsword,Sacred,Sacred,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lordsworn's Magic Greatsword,Lordsworn's Greatsword,Magic,Magic,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lordsworn's Cold Greatsword,Lordsworn's Greatsword,Cold,Cold,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lordsworn's Poison Greatsword,Lordsworn's Greatsword,Poison,Poison,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lordsworn's Blood Greatsword,Lordsworn's Greatsword,Blood,Blood,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Lordsworn's Occult Greatsword,Lordsworn's Greatsword,Occult,Occult,25,16,10,0,0,0,Standard/Pierce,9,10.175,Greatsword,No
Knight's Greatsword,Knight's Greatsword,None,None,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Knight's Heavy Greatsword,Knight's Greatsword,Heavy,Heavy,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Knight's Keen Greatsword,Knight's Greatsword,Keen,Keen,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Knight's Quality Greatsword,Knight's Greatsword,Quality,Quality,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Knight's Fire Greatsword,Knight's Greatsword,Fire,Fire,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Knight's Flame Art Greatsword,Knight's Greatsword,Flame Art,Flame Art,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Knight's Lightning Greatsword,Knight's Greatsword,Lightning,Lightning,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Knight's Sacred Greatsword,Knight's Greatsword,Sacred,Sacred,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Knight's Magic Greatsword,Knight's Greatsword,Magic,Magic,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Knight's Cold Greatsword,Knight's Greatsword,Cold,Cold,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Knight's Poison Greatsword,Knight's Greatsword,Poison,Poison,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Knight's Blood Greatsword,Knight's Greatsword,Blood,Blood,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Knight's Occult Greatsword,Knight's Greatsword,Occult,Occult,25,16,12,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Flamberge,Flamberge,None,None,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Heavy Flamberge,Flamberge,Heavy,Heavy,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Keen Flamberge,Flamberge,Keen,Keen,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Quality Flamberge,Flamberge,Quality,Quality,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Fire Flamberge,Flamberge,Fire,Fire,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Flame Art Flamberge,Flamberge,Flame Art,Flame Art,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Lightning Flamberge,Flamberge,Lightning,Lightning,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Sacred Flamberge,Flamberge,Sacred,Sacred,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Magic Flamberge,Flamberge,Magic,Magic,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Cold Flamberge,Flamberge,Cold,Cold,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Poison Flamberge,Flamberge,Poison,Poison,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Blood Flamberge,Flamberge,Blood,Blood,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Occult Flamberge,Flamberge,Occult,Occult,25,15,14,0,0,0,Standard/Pierce,10,11,Greatsword,No
Ordovis's Greatsword,Ordovis's Greatsword,None,-,10,25,13,0,15,0,Standard/Pierce,12,11,Greatsword,No
Alabaster Lord's Sword,Alabaster Lord's Sword,None,-,10,16,12,18,0,0,Standard/Pierce,8,5.5,Greatsword,No
Banished Knight's Greatsword,Banished Knight's Greatsword,None,None,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Banished Knight's Heavy Greatsword,Banished Knight's Greatsword,Heavy,Heavy,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Banished Knight's Keen Greatsword,Banished Knight's Greatsword,Keen,Keen,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Banished Knight's Quality Greatsword,Banished Knight's Greatsword,Quality,Quality,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Banished Knight's Fire Greatsword,Banished Knight's Greatsword,Fire,Fire,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Banished Knight's Flame Art Greatsword,Banished Knight's Greatsword,Flame Art,Flame Art,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Banished Knight's Lightning Greatsword,Banished Knight's Greatsword,Lightning,Lightning,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Banished Knight's Sacred Greatsword,Banished Knight's Greatsword,Sacred,Sacred,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Banished Knight's Magic Greatsword,Banished Knight's Greatsword,Magic,Magic,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Banished Knight's Cold Greatsword,Banished Knight's Greatsword,Cold,Cold,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Banished Knight's Poison Greatsword,Banished Knight's Greatsword,Poison,Poison,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Banished Knight's Blood Greatsword,Banished Knight's Greatsword,Blood,Blood,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Banished Knight's Occult Greatsword,Banished Knight's Greatsword,Occult,Occult,25,17,9,0,0,0,Standard/Pierce,10,11.165,Greatsword,No
Dark Moon Greatsword,Dark Moon Greatsword,None,-,10,16,11,38,0,0,Standard/Pierce,10,5.5,Greatsword,No
Sacred Relic Sword,Relic Sword,None,-,10,14,24,0,22,0,Standard/Pierce,11,10.175,Greatsword,No
Helphen's Steeple,Helphen's Steeple,None,-,10,19,10,22,0,0,Standard/Pierce,11.5,2.75,Greatsword,No
Blasphemous Blade,Blasphemous Blade,None,-,10,22,15,0,21,0,Standard/Pierce,13.5,10.175,Greatsword,No
Marais Executioner's Sword,Marais Executioner's Sword,None,-,10,24,14,0,0,23,Standard/Pierce,11.5,11,Greatsword,No
Sword of Milos,Sword of Milos,None,-,10,15,19,0,0,0,Standard/Pierce,10,10.175,Greatsword,No
Golden Order Greatsword,Golden Order Greatsword,None,-,10,16,21,0,28,0,Standard/Pierce,10,10.175,Greatsword,No
Claymore,Claymore,None,None,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Heavy Claymore,Claymore,Heavy,Heavy,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Keen Claymore,Claymore,Keen,Keen,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Quality Claymore,Claymore,Quality,Quality,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Fire Claymore,Claymore,Fire,Fire,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Flame Art Claymore,Claymore,Flame Art,Flame Art,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Lightning Claymore,Claymore,Lightning,Lightning,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Sacred Claymore,Claymore,Sacred,Sacred,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Magic Claymore,Claymore,Magic,Magic,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Cold Claymore,Claymore,Cold,Cold,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Poison Claymore,Claymore,Poison,Poison,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Blood Claymore,Claymore,Blood,Blood,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Occult Claymore,Claymore,Occult,Occult,25,16,13,0,0,0,Standard/Pierce,9,11,Greatsword,No
Gargoyle's Greatsword,Gargoyle's Greatsword,None,None,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Gargoyle's Heavy Greatsword,Gargoyle's Greatsword,Heavy,Heavy,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Gargoyle's Keen Greatsword,Gargoyle's Greatsword,Keen,Keen,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Gargoyle's Quality Greatsword,Gargoyle's Greatsword,Quality,Quality,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Gargoyle's Fire Greatsword,Gargoyle's Greatsword,Fire,Fire,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Gargoyle's Flame Art Greatsword,Gargoyle's Greatsword,Flame Art,Flame Art,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Gargoyle's Lightning Greatsword,Gargoyle's Greatsword,Lightning,Lightning,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Gargoyle's Sacred Greatsword,Gargoyle's Greatsword,Sacred,Sacred,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Gargoyle's Magic Greatsword,Gargoyle's Greatsword,Magic,Magic,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Gargoyle's Cold Greatsword,Gargoyle's Greatsword,Cold,Cold,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Gargoyle's Poison Greatsword,Gargoyle's Greatsword,Poison,Poison,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Gargoyle's Blood Greatsword,Gargoyle's Greatsword,Blood,Blood,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Gargoyle's Occult Greatsword,Gargoyle's Greatsword,Occult,Occult,25,18,10,0,0,0,Standard/Pierce,11.5,10.175,Greatsword,No
Death's Poker,Death's Poker,None,-,10,15,17,11,0,0,Standard/Pierce,8.5,10.175,Greatsword,No
Gargoyle's Blackblade,Gargoyle's Blackblade,None,-,10,18,10,0,22,0,Standard/Pierce,11.5,10.175,Greatsword,No
Greatsword,Greatsword,None,None,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Heavy Greatsword,Greatsword,Heavy,Heavy,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Keen Greatsword,Greatsword,Keen,Keen,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Quality Greatsword,Greatsword,Quality,Quality,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Fire Greatsword,Greatsword,Fire,Fire,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Flame Art Greatsword,Greatsword,Flame Art,Flame Art,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Lightning Greatsword,Greatsword,Lightning,Lightning,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Sacred Greatsword,Greatsword,Sacred,Sacred,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Magic Greatsword,Greatsword,Magic,Magic,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Cold Greatsword,Greatsword,Cold,Cold,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Poison Greatsword,Greatsword,Poison,Poison,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Blood Greatsword,Greatsword,Blood,Blood,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Occult Greatsword,Greatsword,Occult,Occult,25,31,12,0,0,0,Standard,23,14.4,Colossal Sword,No
Watchdog's Greatsword,Watchdog's Greatsword,None,None,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Watchdog's Heavy Greatsword,Watchdog's Greatsword,Heavy,Heavy,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Watchdog's Keen Greatsword,Watchdog's Greatsword,Keen,Keen,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Watchdog's Quality Greatsword,Watchdog's Greatsword,Quality,Quality,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Watchdog's Fire Greatsword,Watchdog's Greatsword,Fire,Fire,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Watchdog's Flame Art Greatsword,Watchdog's Greatsword,Flame Art,Flame Art,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Watchdog's Lightning Greatsword,Watchdog's Greatsword,Lightning,Lightning,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Watchdog's Sacred Greatsword,Watchdog's Greatsword,Sacred,Sacred,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Watchdog's Magic Greatsword,Watchdog's Greatsword,Magic,Magic,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Watchdog's Cold Greatsword,Watchdog's Greatsword,Cold,Cold,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Watchdog's Poison Greatsword,Watchdog's Greatsword,Poison,Poison,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Watchdog's Blood Greatsword,Watchdog's Greatsword,Blood,Blood,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Watchdog's Occult Greatsword,Watchdog's Greatsword,Occult,Occult,25,30,10,0,0,0,Standard,22,14.4,Colossal Sword,No
Maliketh's Black Blade,Maliketh's Black Blade,None,-,10,34,12,0,20,0,Standard,22,7.8,Colossal Sword,No
Troll's Golden Sword,Troll's Golden Sword,None,None,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Troll's Golden Heavy Sword,Troll's Golden Sword,Heavy,Heavy,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Troll's Golden Keen Sword,Troll's Golden Sword,Keen,Keen,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Troll's Golden Quality Sword,Troll's Golden Sword,Quality,Quality,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Troll's Golden Fire Sword,Troll's Golden Sword,Fire,Fire,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Troll's Golden Flame Art Sword,Troll's Golden Sword,Flame Art,Flame Art,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Troll's Golden Lightning Sword,Troll's Golden Sword,Lightning,Lightning,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Troll's Golden Sacred Sword,Troll's Golden Sword,Sacred,Sacred,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Troll's Golden Magic Sword,Troll's Golden Sword,Magic,Magic,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Troll's Golden Cold Sword,Troll's Golden Sword,Cold,Cold,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Troll's Golden Poison Sword,Troll's Golden Sword,Poison,Poison,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Troll's Golden Blood Sword,Troll's Golden Sword,Blood,Blood,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Troll's Golden Occult Sword,Troll's Golden Sword,Occult,Occult,25,29,10,0,0,0,Standard,19,14.4,Colossal Sword,No
Zweihander,Zweihander,None,None,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Heavy Zweihander,Zweihander,Heavy,Heavy,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Keen Zweihander,Zweihander,Keen,Keen,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Quality Zweihander,Zweihander,Quality,Quality,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Fire Zweihander,Zweihander,Fire,Fire,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Flame Art Zweihander,Zweihander,Flame Art,Flame Art,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Lightning Zweihander,Zweihander,Lightning,Lightning,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Sacred Zweihander,Zweihander,Sacred,Sacred,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Magic Zweihander,Zweihander,Magic,Magic,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Cold Zweihander,Zweihander,Cold,Cold,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Poison Zweihander,Zweihander,Poison,Poison,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Blood Zweihander,Zweihander,Blood,Blood,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Occult Zweihander,Zweihander,Occult,Occult,25,19,11,0,0,0,Standard,15.5,14.4,Colossal Sword,No
Starscourge Greatsword,Starscourge Greatsword,None,-,10,38,12,15,0,0,Standard,20,14.4,Colossal Sword,Yes
Royal Greatsword,Royal Greatsword,None,-,10,26,18,22,0,0,Standard,20,14.4,Colossal Sword,No
Godslayer's Greatsword,Godslayer's Greatsword,None,-,10,20,22,0,20,0,Standard,17.5,14.4,Colossal Sword,No
Ruins Greatsword,Ruins Greatsword,None,-,10,50,0,16,0,0,Standard,23,14.4,Colossal Sword,No
Grafted Blade Greatsword,Grafted Blade Greatsword,None,-,10,40,14,0,0,0,Standard,21,14.4,Colossal Sword,No
Troll Knight's Sword,Troll Knight's Sword,None,-,10,20,14,18,0,0,Standard,18,14.4,Colossal Sword,No
Estoc,Estoc,None,None,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Heavy Estoc,Estoc,Heavy,Heavy,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Keen Estoc,Estoc,Keen,Keen,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Quality Estoc,Estoc,Quality,Quality,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Fire Estoc,Estoc,Fire,Fire,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Flame Art Estoc,Estoc,Flame Art,Flame Art,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Lightning Estoc,Estoc,Lightning,Lightning,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Sacred Estoc,Estoc,Sacred,Sacred,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Magic Estoc,Estoc,Magic,Magic,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Cold Estoc,Estoc,Cold,Cold,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Poison Estoc,Estoc,Poison,Poison,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Blood Estoc,Estoc,Blood,Blood,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Occult Estoc,Estoc,Occult,Occult,25,11,13,0,0,0,Standard/Pierce,4.5,8,Thrusting Sword,No
Cleanrot Knight's Sword,Cleanrot Knight's Sword,None,None,25,11,13,0,0,0,Standard/Pierce,4,4,Thrusting Sword,No
Cleanrot Knight's Heavy Sword,Cleanrot Knight's Sword,Heavy,Heavy,25,11,13,0,0,0,Standard/Pierce,4,4,Thrusting Sword,No
Cleanrot Knight's Keen Sword,Cleanrot Knight's Sword,Keen,Keen,25,11,13,0,0,0,Standard/Pierce,4,4,Thrusting Sword,No
Cleanrot Knight's Quality Sword,Cleanrot Knight's Sword,Quality,Quality,25,11,13,0,0,0,Standard/Pierce,4,4,Thrusting Sword,No
Cleanrot Knight's Fire Sword,Cleanrot Knight's Sword,Fire,Fire,25,11,13,0,0,0,Standard/Pierce,4,4,Thrusting Sword,No
Cleanrot Knight's Flame Art Sword,Cleanrot Knight's Sword,Flame Art,Flame Art,25,11,13,0,0,0,Standard/Pierce,4,4,Thrusting Sword,No
Cleanrot Knight's Lightning Sword,Cleanrot Knight's Sword,Lightning,Lightning,25,11,13,0,0,0,Standard/Pierce,4,4,Thrusting Sword,No
Cleanrot Knight's Sacred Sword,Cleanrot Knight's Sword,Sacred,Sacred,25,11,13,0,0,0,Standard/Pierce,4,4,Thrusting Sword,No
